"co_seq_territorio","sg_uf","co_municipio_ibge","co_macrorregional","no_macrorregional","co_cir","no_cir_padrao","no_municipio","co_regiao_brasil","co_uf_ibge","no_regiao_brasil","tp_territorio","nu_altitude","nu_latitude","nu_longitude","vl_area_km2","vl_idhm"
3065,PI,220323,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,CURRAIS,2,22,NORDESTE,municipio,320,-9.011755,-44.406194,3156.659912109375,0.542
3066,PI,220325,2208,MEIO NORTE,22004,ENTRE RIOS,CURRALINHOS,2,22,NORDESTE,municipio,126,-5.608252,-42.837602,345.8500061035156,0.555
3067,PI,220327,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,CURRAL NOVO DO PIAUI,2,22,NORDESTE,municipio,370,-7.831302,-40.895704,752.3099975585938,0.527
3068,PI,220330,2208,MEIO NORTE,22004,ENTRE RIOS,DEMERVAL LOBAO,2,22,NORDESTE,municipio,112,-5.358752,-42.677583,216.80999755859375,0.618
3069,PI,220335,2210,CERRADOS,22006,SERRA DA CAPIVARA,DIRCEU ARCOVERDE,2,22,NORDESTE,municipio,740,-9.339386,-42.434792,1017.0599975585938,0.561
3070,PI,220340,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,DOM EXPEDITO LOPES,2,22,NORDESTE,municipio,405,-6.953319,-41.639632,218.7100067138672,0.601
3071,PI,220342,2209,LITORAL,22003,COCAIS,DOMINGOS MOURAO,2,22,NORDESTE,municipio,150,-4.249498,-41.268267,846.8400268554688,0.550
3072,PI,220345,2210,CERRADOS,22006,SERRA DA CAPIVARA,DOM INOCENCIO,2,22,NORDESTE,municipio,340,-9.005158,-41.969733,3870.169921875,0.549
3073,PI,220350,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,ELESBAO VELOSO,2,22,NORDESTE,municipio,203,-6.199475,-42.135458,1343.75,0.580
3074,PI,220360,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,ELISEU MARTINS,2,22,NORDESTE,municipio,258,-8.096286,-43.670481,1090.449951171875,0.595
3075,PI,220370,2209,LITORAL,22003,COCAIS,ESPERANTINA,2,22,NORDESTE,municipio,59,-3.888631,-42.232422,911.219970703125,0.605
3076,PI,220375,2210,CERRADOS,22006,SERRA DA CAPIVARA,FARTURA DO PIAUI,2,22,NORDESTE,municipio,0,-9.48342,-42.791176,712.9199829101562,0.548
3077,PI,220380,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,FLORES DO PIAUI,2,22,NORDESTE,municipio,300,-7.787931,-42.918009,946.72998046875,0.547
3078,PI,220385,2207,SEMI-ARIDO,22008,VALE DO CANINDE,FLORESTA DO PIAUI,2,22,NORDESTE,municipio,180,-7.466821,-41.788328,194.6999969482422,0.538
3079,PI,220390,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,FLORIANO,2,22,NORDESTE,municipio,112,-6.771821,-43.024136,3409.64990234375,0.700
3080,PI,220400,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,FRANCINOPOLIS,2,22,NORDESTE,municipio,245,-6.393341,-42.259062,268.70001220703125,0.564
3081,PI,220410,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,FRANCISCO AYRES,2,22,NORDESTE,municipio,125,-6.626064,-42.688149,656.47998046875,0.577
3082,PI,220415,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,FRANCISCO MACEDO,2,22,NORDESTE,municipio,360,-7.331,-40.787999,155.27999877929688,0.553
3083,PI,220420,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,FRANCISCO SANTOS,2,22,NORDESTE,municipio,270,-6.994914,-41.128789,491.8599853515625,0.608
3084,PI,220430,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,FRONTEIRAS,2,22,NORDESTE,municipio,426,-7.081727,-40.614601,775.6799926757812,0.619
3085,PI,220435,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,GEMINIANO,2,22,NORDESTE,municipio,260,-7.154759,-41.340879,455.67999267578125,0.561
3086,PI,220440,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,GILBUES,2,22,NORDESTE,municipio,481,-9.830008,-45.342267,3494.9599609375,0.548
3087,PI,220450,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,GUADALUPE,2,22,NORDESTE,municipio,177,-6.782848,-43.559441,1023.5900268554688,0.650
3088,PI,220455,2210,CERRADOS,22006,SERRA DA CAPIVARA,GUARIBAS,2,22,NORDESTE,municipio,520,-9.386465,-43.694341,3118.22998046875,0.508
3089,PI,220460,2208,MEIO NORTE,22004,ENTRE RIOS,HUGO NAPOLEAO,2,22,NORDESTE,municipio,232,-5.988597,-42.559755,224.4600067138672,0.599
3090,PI,220465,2209,LITORAL,22005,PLANICIE LITORANEA,ILHA GRANDE,2,22,NORDESTE,municipio,10,-2.857737,-41.81858,134.32000732421875,0.563
3091,PI,220470,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,INHUMA,2,22,NORDESTE,municipio,387,-6.665001,-41.704127,978.219970703125,0.624
3092,PI,220480,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,IPIRANGA DO PIAUI,2,22,NORDESTE,municipio,424,-6.824215,-41.738086,529.4199829101562,0.630
3093,PI,220490,2207,SEMI-ARIDO,22008,VALE DO CANINDE,ISAIAS COELHO,2,22,NORDESTE,municipio,260,-7.735968,-41.673495,776.0499877929688,0.582
3094,PI,220500,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,ITAINOPOLIS,2,22,NORDESTE,municipio,200,-7.443357,-41.468713,828.1500244140625,0.541
3095,PI,220510,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,ITAUEIRA,2,22,NORDESTE,municipio,258,-7.59989,-43.0249,2554.179931640625,0.583
3096,PI,220515,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,JACOBINA DO PIAUI,2,22,NORDESTE,municipio,0,-7.930634,-41.207506,1370.699951171875,0.535
3097,PI,220520,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,JAICOS,2,22,NORDESTE,municipio,280,-7.362286,-41.137126,865.1400146484375,0.524
1732,MG,313170,3103,CENTRO,31021,ITABIRA,ITABIRA,3,31,SUDESTE,municipio,779,-19.623936,-43.23123,1253.699951171875,0.756
3098,PI,220525,2208,MEIO NORTE,22004,ENTRE RIOS,JARDIM DO MULATO,2,22,NORDESTE,municipio,0,-6.099,-42.629999,509.8500061035156,0.593
3099,PI,220527,2208,MEIO NORTE,22001,CARNAUBAIS,JATOBA DO PIAUI,2,22,NORDESTE,municipio,240,-4.770254,-41.816965,653.22998046875,0.566
3100,PI,220530,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,JERUMENHA,2,22,NORDESTE,municipio,145,-7.09128,-43.503319,1867.31005859375,0.591
3101,PI,220535,2210,CERRADOS,22006,SERRA DA CAPIVARA,JOAO COSTA,2,22,NORDESTE,municipio,300,-8.50736,-42.426379,1800.239990234375,0.561
3102,PI,220540,2209,LITORAL,22003,COCAIS,JOAQUIM PIRES,2,22,NORDESTE,municipio,7,-3.501636,-42.186462,739.5800170898438,0.522
3103,PI,220545,2209,LITORAL,22003,COCAIS,JOCA MARQUES,2,22,NORDESTE,municipio,24,-3.480399,-42.425517,166.44000244140625,0.504
3104,PI,220550,2208,MEIO NORTE,22004,ENTRE RIOS,JOSE DE FREITAS,2,22,NORDESTE,municipio,138,-4.751458,-42.574586,1538.1800537109375,0.618
3105,PI,220551,2208,MEIO NORTE,22001,CARNAUBAIS,JUAZEIRO DO PIAUI,2,22,NORDESTE,municipio,175,-5.174589,-41.697561,827.239990234375,0.570
3106,PI,220552,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,JULIO BORGES,2,22,NORDESTE,municipio,389,-10.32253,-44.238142,1297.1099853515625,0.582
3107,PI,220553,2210,CERRADOS,22006,SERRA DA CAPIVARA,JUREMA,2,22,NORDESTE,municipio,535,-9.219924,-43.133676,1271.8900146484375,0.555
3108,PI,220554,2208,MEIO NORTE,22004,ENTRE RIOS,LAGOINHA DO PIAUI,2,22,NORDESTE,municipio,240,-5.830742,-42.622325,67.5,0.597
3110,PI,220556,2210,CERRADOS,22006,SERRA DA CAPIVARA,LAGOA DO BARRO DO PIAUI,2,22,NORDESTE,municipio,0,-8.476734,-41.5342,1261.93994140625,0.502
3111,PI,220557,2209,LITORAL,22003,COCAIS,LAGOA DE SAO FRANCISCO,2,22,NORDESTE,municipio,368,-4.385053,-41.596883,155.63999938964844,0.529
3112,PI,220558,2208,MEIO NORTE,22004,ENTRE RIOS,LAGOA DO PIAUI,2,22,NORDESTE,municipio,185,-5.418639,-42.643659,426.6300048828125,0.583
3113,PI,220559,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,LAGOA DO SITIO,2,22,NORDESTE,municipio,455,-6.507664,-41.565304,804.7000122070312,0.541
3114,PI,220560,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,LANDRI SALES,2,22,NORDESTE,municipio,310,-7.259218,-43.936418,1088.5799560546875,0.584
3115,PI,220570,2209,LITORAL,22005,PLANICIE LITORANEA,LUIS CORREIA,2,22,NORDESTE,municipio,10,-2.88438,-41.664142,1070.9300537109375,0.541
3116,PI,220580,2209,LITORAL,22003,COCAIS,LUZILANDIA,2,22,NORDESTE,municipio,30,-3.468296,-42.371757,704.3499755859375,0.545
3117,PI,220585,2209,LITORAL,22003,COCAIS,MADEIRO,2,22,NORDESTE,municipio,30,-3.486245,-42.498072,177.14999389648438,0.563
4897,SP,350745,3518,RRAS9,35062,BAURU,BOREBI,3,35,SUDESTE,municipio,590,-22.572763,-48.970749,347.989990234375,0.705
3118,PI,220590,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,MANOEL EMIDIO,2,22,NORDESTE,municipio,227,-8.01234,-43.87549,1618.97998046875,0.573
3119,PI,220595,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,MARCOLANDIA,2,22,NORDESTE,municipio,0,-7.441691,-40.660179,143.8800048828125,0.562
3120,PI,220600,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,MARCOS PARENTE,2,22,NORDESTE,municipio,274,-7.115649,-43.892602,677.4099731445312,0.590
3121,PI,220605,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,MASSAPE DO PIAUI,2,22,NORDESTE,municipio,270,-7.474687,-41.110323,521.1300048828125,0.525
3122,PI,220610,2209,LITORAL,22003,COCAIS,MATIAS OLIMPIO,2,22,NORDESTE,municipio,69,-3.714917,-42.550654,226.3699951171875,0.562
2724,PB,251080,2501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25006,"6ª REGIAO",PATOS,2,25,NORDESTE,municipio,242,-7.017427,-37.274702,473.05999755859375,0.701
3123,PI,220620,2208,MEIO NORTE,22004,ENTRE RIOS,MIGUEL ALVES,2,22,NORDESTE,municipio,50,-4.168575,-42.896301,1393.7099609375,0.539
3124,PI,220630,2208,MEIO NORTE,22004,ENTRE RIOS,MIGUEL LEAO,2,22,NORDESTE,municipio,185,-5.68077,-42.743594,93.5199966430664,0.623
3125,PI,220635,2209,LITORAL,22003,COCAIS,MILTON BRANDAO,2,22,NORDESTE,municipio,322,-4.682946,-41.417343,1371.739990234375,0.508
3126,PI,220640,2208,MEIO NORTE,22004,ENTRE RIOS,MONSENHOR GIL,2,22,NORDESTE,municipio,116,-5.561999,-42.607493,568.72998046875,0.615
3127,PI,220650,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,MONSENHOR HIPOLITO,2,22,NORDESTE,municipio,257,-6.992754,-41.026003,401.42999267578125,0.561
3128,PI,220660,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,MONTE ALEGRE DO PIAUI,2,22,NORDESTE,municipio,453,-9.753638,-45.303735,2417.929931640625,0.578
3129,PI,220665,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,MORRO CABECA NO TEMPO,2,22,NORDESTE,municipio,479,-9.718905,-43.907246,2116.93994140625,0.542
3130,PI,220667,2209,LITORAL,22003,COCAIS,MORRO DO CHAPEU DO PIAUI,2,22,NORDESTE,municipio,99,-3.733374,-42.302442,328.2900085449219,0.550
3131,PI,220669,2209,LITORAL,22005,PLANICIE LITORANEA,MURICI DOS PORTELAS,2,22,NORDESTE,municipio,19,-3.319,-42.094,481.7099914550781,0.530
3132,PI,220670,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,NAZARE DO PIAUI,2,22,NORDESTE,municipio,136,-6.970235,-42.677316,1315.8399658203125,0.576
3134,PI,220675,2208,MEIO NORTE,22001,CARNAUBAIS,NOSSA SENHORA DE NAZARE,2,22,NORDESTE,municipio,40,-4.630188,-42.172954,356.260009765625,0.586
3135,PI,220680,2209,LITORAL,22003,COCAIS,NOSSA SENHORA DOS REMEDIOS,2,22,NORDESTE,municipio,53,-3.975744,-42.618408,358.489990234375,0.533
3136,PI,220690,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,NOVO ORIENTE DO PIAUI,2,22,NORDESTE,municipio,235,-6.44901,-41.926124,525.3300170898438,0.562
3137,PI,220695,2208,MEIO NORTE,22001,CARNAUBAIS,NOVO SANTO ANTONIO,2,22,NORDESTE,municipio,180,-5.287487,-41.932533,481.7099914550781,0.528
3138,PI,220700,2207,SEMI-ARIDO,22008,VALE DO CANINDE,OEIRAS,2,22,NORDESTE,municipio,166,-7.019153,-42.128298,2702.489990234375,0.634
3139,PI,220710,2208,MEIO NORTE,22004,ENTRE RIOS,OLHO D'AGUA DO PIAUI,2,22,NORDESTE,municipio,235,-5.841246,-42.559392,219.60000610351562,0.576
3140,PI,220720,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,PADRE MARCOS,2,22,NORDESTE,municipio,360,-7.351011,-40.899665,272.0400085449219,0.541
3141,PI,220730,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,PAES LANDIM,2,22,NORDESTE,municipio,193,-7.773745,-42.247444,401.3800048828125,0.575
3142,PI,220735,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,PAJEU DO PIAUI,2,22,NORDESTE,municipio,290,-7.855085,-42.82481,1079.1700439453125,0.559
3143,PI,220740,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,PALMEIRA DO PIAUI,2,22,NORDESTE,municipio,270,-8.730761,-44.246618,2023.510009765625,0.557
3144,PI,220750,2208,MEIO NORTE,22004,ENTRE RIOS,PALMEIRAIS,2,22,NORDESTE,municipio,85,-5.970864,-43.056021,1499.1800537109375,0.562
3145,PI,220755,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,PAQUETA,2,22,NORDESTE,municipio,340,-7.103031,-41.700031,448.3599853515625,0.509
3280,PR,410425,4107,MACRORREGIONAL LESTE,41002,"2ª RS METROPOLITANA",CAMPO MAGRO,4,41,SUL,municipio,931,-25.368685,-49.450092,275.3500061035156,0.701
3146,PI,220760,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,PARNAGUA,2,22,NORDESTE,municipio,334,-10.216642,-44.630018,3429.280029296875,0.575
713,CE,230495,2310,"1ª MACRO - FORTALEZA",23003,"3ª REGIAO MARACANAU",GUAIUBA,2,23,NORDESTE,municipio,62,-4.040571,-38.640372,267.1300048828125,0.617
3147,PI,220770,2209,LITORAL,22005,PLANICIE LITORANEA,PARNAIBA,2,22,NORDESTE,municipio,5,-2.905847,-41.775388,435.57000732421875,0.687
3148,PI,220775,2208,MEIO NORTE,22004,ENTRE RIOS,PASSAGEM FRANCA DO PIAUI,2,22,NORDESTE,municipio,140,-5.860365,-42.44363,820.280029296875,0.561
3149,PI,220777,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,PATOS DO PIAUI,2,22,NORDESTE,municipio,0,-7.67231,-41.240817,751.5999755859375,0.563
3150,PI,220779,2208,MEIO NORTE,22004,ENTRE RIOS,PAU D'ARCO DO PIAUI,2,22,NORDESTE,municipio,0,-5.260721,-42.390809,430.82000732421875,0.514
3151,PI,220780,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,PAULISTANA,2,22,NORDESTE,municipio,359,-8.134357,-41.143072,1969.9599609375,0.600
3152,PI,220785,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,PAVUSSU,2,22,NORDESTE,municipio,300,-7.96059,-43.228438,1090.699951171875,0.526
3153,PI,220790,2209,LITORAL,22003,COCAIS,PEDRO II,2,22,NORDESTE,municipio,603,-4.425845,-41.448184,1518.22998046875,0.571
3154,PI,220793,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,PEDRO LAURENTINO,2,22,NORDESTE,municipio,200,-8.068068,-42.284744,870.3400268554688,0.562
3155,PI,220795,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,NOVA SANTA RITA,2,22,NORDESTE,municipio,292,-8.097073,-42.047127,909.739990234375,0.554
3156,PI,220800,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,PICOS,2,22,NORDESTE,municipio,206,-7.077213,-41.467003,577.2999877929688,0.698
3157,PI,220810,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,PIMENTEIRAS,2,22,NORDESTE,municipio,283,-6.238391,-41.411273,4563.1298828125,0.566
3158,PI,220820,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,PIO IX,2,22,NORDESTE,municipio,495,-6.830017,-40.608301,1947.1600341796875,0.564
3159,PI,220830,2209,LITORAL,22003,COCAIS,PIRACURUCA,2,22,NORDESTE,municipio,60,-3.93335,-41.708779,2380.409912109375,0.596
3160,PI,220840,2209,LITORAL,22003,COCAIS,PIRIPIRI,2,22,NORDESTE,municipio,170,-4.271574,-41.771569,1408.9300537109375,0.635
2897,PE,260775,2607,METROPOLITANA,26010,RECIFE,ITAPISSUMA,2,26,NORDESTE,municipio,7,-7.767983,-34.897136,74.23999786376953,0.633
3162,PI,220855,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,PORTO ALEGRE DO PIAUI,2,22,NORDESTE,municipio,180,-6.964228,-44.183668,1169.43994140625,0.563
3163,PI,220860,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,PRATA DO PIAUI,2,22,NORDESTE,municipio,115,-5.672653,-42.204644,198.57000732421875,0.565
3164,PI,220865,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,QUEIMADA NOVA,2,22,NORDESTE,municipio,410,-8.570637,-41.410614,1352.4000244140625,0.515
3165,PI,220870,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,REDENCAO DO GURGUEIA,2,22,NORDESTE,municipio,292,-9.479368,-44.581145,2468.010009765625,0.589
3166,PI,220880,2208,MEIO NORTE,22004,ENTRE RIOS,REGENERACAO,2,22,NORDESTE,municipio,164,-6.23115,-42.684193,1251.0400390625,0.591
3167,PI,220885,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,RIACHO FRIO,2,22,NORDESTE,municipio,400,-10.124378,-44.950326,2222.10009765625,0.541
3168,PI,220887,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,RIBEIRA DO PIAUI,2,22,NORDESTE,municipio,200,-7.690278,-42.712778,1004.22998046875,0.520
3169,PI,220890,2210,CERRADOS,22007,TABULEIROS DO ALTO PARNAIBA,RIBEIRO GONCALVES,2,22,NORDESTE,municipio,210,-7.556505,-45.244737,3978.9599609375,0.601
3170,PI,220900,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,RIO GRANDE DO PIAUI,2,22,NORDESTE,municipio,310,-7.780291,-43.136886,635.9500122070312,0.572
3171,PI,220910,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SANTA CRUZ DO PIAUI,2,22,NORDESTE,municipio,190,-7.178499,-41.760932,611.6199951171875,0.601
3172,PI,220915,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,SANTA CRUZ DOS MILAGRES,2,22,NORDESTE,municipio,160,-5.805808,-41.950644,979.6599731445312,0.577
3173,PI,220920,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,SANTA FILOMENA,2,22,NORDESTE,municipio,277,-9.112278,-45.911607,5285.43994140625,0.544
3174,PI,220930,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,SANTA LUZ,2,22,NORDESTE,municipio,345,-8.948795,-44.129567,1186.8399658203125,0.588
3175,PI,220935,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SANTANA DO PIAUI,2,22,NORDESTE,municipio,0,-6.946961,-41.517767,111.05999755859375,0.574
3176,PI,220937,2207,SEMI-ARIDO,22008,VALE DO CANINDE,SANTA ROSA DO PIAUI,2,22,NORDESTE,municipio,0,-6.79581,-42.281375,340.20001220703125,0.567
3177,PI,220940,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SANTO ANTONIO DE LISBOA,2,22,NORDESTE,municipio,237,-6.986762,-41.225202,387.3999938964844,0.584
3178,PI,220945,2208,MEIO NORTE,22004,ENTRE RIOS,SANTO ANTONIO DOS MILAGRES,2,22,NORDESTE,municipio,240,-6.046473,-42.712322,33.150001525878906,0.619
3179,PI,220950,2207,SEMI-ARIDO,22008,VALE DO CANINDE,SANTO INACIO DO PIAUI,2,22,NORDESTE,municipio,210,-7.42072,-41.906252,852.8900146484375,0.613
3180,PI,220955,2210,CERRADOS,22006,SERRA DA CAPIVARA,SAO BRAZ DO PIAUI,2,22,NORDESTE,municipio,0,-9.057967,-43.007646,656.3599853515625,0.596
3181,PI,220960,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,SAO FELIX DO PIAUI,2,22,NORDESTE,municipio,175,-5.934853,-42.117179,626.6599731445312,0.610
647,CE,230010,2308,"3ª MACRO - CARIRI",23019,"19ª REGIAO BREJO SANTO",ABAIARA,2,23,NORDESTE,municipio,409,-7.345879,-39.04159,178.8300018310547,0.628
3182,PI,220965,2207,SEMI-ARIDO,22008,VALE DO CANINDE,SAO FRANCISCO DE ASSIS DO PIAUI,2,22,NORDESTE,municipio,415,-8.239207,-41.681028,1100.4000244140625,0.485
3183,PI,220970,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,SAO FRANCISCO DO PIAUI,2,22,NORDESTE,municipio,158,-7.246299,-42.54101,1340.6700439453125,0.570
3184,PI,220975,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,SAO GONCALO DO GURGUEIA,2,22,NORDESTE,municipio,440,-10.03195,-45.309219,1385.300048828125,0.560
3185,PI,220980,2208,MEIO NORTE,22004,ENTRE RIOS,SAO GONCALO DO PIAUI,2,22,NORDESTE,municipio,270,-5.993934,-42.709537,150.22000122070312,0.616
3186,PI,220985,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SAO JOAO DA CANABRAVA,2,22,NORDESTE,municipio,310,-6.812029,-41.341483,480.2799987792969,0.559
3187,PI,220987,2209,LITORAL,22003,COCAIS,SAO JOAO DA FRONTEIRA,2,22,NORDESTE,municipio,241,-3.954975,-41.256921,764.8599853515625,0.515
3188,PI,220990,2208,MEIO NORTE,22001,CARNAUBAIS,SAO JOAO DA SERRA,2,22,NORDESTE,municipio,155,-5.510805,-41.892309,1006.5,0.582
3189,PI,220995,2207,SEMI-ARIDO,22008,VALE DO CANINDE,SAO JOAO DA VARJOTA,2,22,NORDESTE,municipio,340,-6.940817,-41.888912,395.30999755859375,0.559
3190,PI,220997,2209,LITORAL,22003,COCAIS,SAO JOAO DO ARRAIAL,2,22,NORDESTE,municipio,110,-3.818597,-42.44586,213.36000061035156,0.523
3191,PI,221000,2210,CERRADOS,22006,SERRA DA CAPIVARA,SAO JOAO DO PIAUI,2,22,NORDESTE,municipio,222,-8.354661,-42.255898,1527.77001953125,0.645
3192,PI,221005,2209,LITORAL,22003,COCAIS,SAO JOSE DO DIVINO,2,22,NORDESTE,municipio,55,-3.814114,-41.830793,319.1300048828125,0.565
3193,PI,221010,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,SAO JOSE DO PEIXE,2,22,NORDESTE,municipio,170,-7.485535,-42.567162,1287.1700439453125,0.573
3194,PI,221020,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SAO JOSE DO PIAUI,2,22,NORDESTE,municipio,395,-6.87194,-41.47311,364.95001220703125,0.552
3195,PI,221030,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SAO JULIAO,2,22,NORDESTE,municipio,377,-7.083906,-40.824638,257.19000244140625,0.594
3196,PI,221035,2210,CERRADOS,22006,SERRA DA CAPIVARA,SAO LOURENCO DO PIAUI,2,22,NORDESTE,municipio,0,-9.164633,-42.549552,672.7100219726562,0.595
3197,PI,221037,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SAO LUIS DO PIAUI,2,22,NORDESTE,municipio,328,-6.819363,-41.317454,220.3800048828125,0.554
3198,PI,221038,2207,SEMI-ARIDO,22010,VALE DO SAMBITO,SAO MIGUEL DA BAIXA GRANDE,2,22,NORDESTE,municipio,160,-5.856457,-42.193423,445.6000061035156,0.563
3199,PI,221039,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,SAO MIGUEL DO FIDALGO,2,22,NORDESTE,municipio,200,-7.597133,-42.367591,813.4400024414062,0.535
3200,PI,221040,2208,MEIO NORTE,22001,CARNAUBAIS,SAO MIGUEL DO TAPUIO,2,22,NORDESTE,municipio,285,-5.497291,-41.316451,5207.02001953125,0.556
3201,PI,221050,2208,MEIO NORTE,22004,ENTRE RIOS,SAO PEDRO DO PIAUI,2,22,NORDESTE,municipio,264,-5.92078,-42.719211,518.2899780273438,0.595
3202,PI,221060,2210,CERRADOS,22006,SERRA DA CAPIVARA,SAO RAIMUNDO NONATO,2,22,NORDESTE,municipio,332,-9.012412,-42.698659,2415.60009765625,0.661
132,AL,270770,2704,"1ª MACRORREGIAO DE SAUDE",27001,"1ª REGIAO DE SAUDE",RIO LARGO,2,27,NORDESTE,municipio,39,-9.477829,-35.839435,299.1099853515625,0.643
3203,PI,221062,2210,CERRADOS,22002,CHAPADA DAS MANGABEIRAS,SEBASTIAO BARROS,2,22,NORDESTE,municipio,500,-10.816978,-44.833718,893.719970703125,0.536
3204,PI,221063,2210,CERRADOS,22007,TABULEIROS DO ALTO PARNAIBA,SEBASTIAO LEAL,2,22,NORDESTE,municipio,360,-7.568029,-44.059982,3151.590087890625,0.562
3205,PI,221065,2208,MEIO NORTE,22001,CARNAUBAIS,SIGEFREDO PACHECO,2,22,NORDESTE,municipio,230,-4.916647,-41.731123,966.989990234375,0.581
3206,PI,221070,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SIMOES,2,22,NORDESTE,municipio,437,-7.591095,-40.813731,1071.5400390625,0.575
3207,PI,221080,2207,SEMI-ARIDO,22008,VALE DO CANINDE,SIMPLICIO MENDES,2,22,NORDESTE,municipio,302,-7.852944,-41.907533,1345.7900390625,0.627
3208,PI,221090,2210,CERRADOS,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,SOCORRO DO PIAUI,2,22,NORDESTE,municipio,191,-7.86773,-42.492179,761.8499755859375,0.561
3209,PI,221093,2207,SEMI-ARIDO,22009,VALE DO RIO GUARIBAS,SUSSUAPARA,2,22,NORDESTE,municipio,240,-7.036868,-41.376699,202.75999450683594,0.586
